key,label,eclipse_type,JD_UT,site_name,lat_deg,lon_deg,elev_m,visible,classification,sun_alt_deg,sun_az_deg,moon_alt_deg,moon_az_deg,illumination,phase_angle_deg,elongation_deg,error
E3_33CE_LunarEcl,Lunar eclipse (partial) — 3 Apr 33 CE,lunar,1733204.11656,Merv (Mary),37.66,62.18,93.0,,,,,,,,,,404 Client Error: Not Found for url: http://127.0.0.1:8000/api/eclipse/visibility
E3_33CE_LunarEcl,Lunar eclipse (partial) — 3 Apr 33 CE,lunar,1733204.11656,Chang'an (Xi'an),34.34,108.94,405.0,,,,,,,,,,404 Client Error: Not Found for url: http://127.0.0.1:8000/api/eclipse/visibility
E3_33CE_LunarEcl,Lunar eclipse (partial) — 3 Apr 33 CE,lunar,1733204.11656,Luoyang,34.62,112.45,144.0,,,,,,,,,,404 Client Error: Not Found for url: http://127.0.0.1:8000/api/eclipse/visibility
E3_33CE_LunarEcl,Lunar eclipse (partial) — 3 Apr 33 CE,lunar,1733204.11656,Kaifeng,34.8,114.31,73.0,,,,,,,,,,404 Client Error: Not Found for url: http://127.0.0.1:8000/api/eclipse/visibility
E3_33CE_LunarEcl,Lunar eclipse (partial) — 3 Apr 33 CE,lunar,1733204.11656,Nanjing,32.06,118.79,20.0,,,,,,,,,,404 Client Error: Not Found for url: http://127.0.0.1:8000/api/eclipse/visibility
E3_33CE_LunarEcl,Lunar eclipse (partial) — 3 Apr 33 CE,lunar,1733204.11656,Beijing,39.9,116.4,43.0,,,,,,,,,,404 Client Error: Not Found for url: http://127.0.0.1:8000/api/eclipse/visibility
E3_33CE_LunarEcl,Lunar eclipse (partial) — 3 Apr 33 CE,lunar,1733204.11656,Kyoto (Heian-kyō),35.01,135.77,50.0,,,,,,,,,,404 Client Error: Not Found for url: http://127.0.0.1:8000/api/eclipse/visibility
E3_33CE_LunarEcl,Lunar eclipse (partial) — 3 Apr 33 CE,lunar,1733204.11656,Córdoba,37.88,-4.78,106.0,,,,,,,,,,404 Client Error: Not Found for url: http://127.0.0.1:8000/api/eclipse/visibility
E3_33CE_LunarEcl,Lunar eclipse (partial) — 3 Apr 33 CE,lunar,1733204.11656,Toledo,39.86,-4.03,529.0,,,,,,,,,,404 Client Error: Not Found for url: http://127.0.0.1:8000/api/eclipse/visibility
E3_33CE_LunarEcl,Lunar eclipse (partial) — 3 Apr 33 CE,lunar,1733204.11656,Paris,48.86,2.35,35.0,,,,,,,,,,404 Client Error: Not Found for url: http://127.0.0.1:8000/api/eclipse/visibility
